gene_id,gene,product,status,main,sub,path,ecpath,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,Length,organism,protein_id
ACZ81_RS00130,hemF,oxygen-dependent coproporphyrinogen oxidase,no_significant,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K00228  CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]",148.4691781138564,0.20552219788557408,0.16687570202341406,0,1,1,treatment_long.term_vs_ref,930,HOT1A3,WP_049586350.1
ACZ81_RS00135,ACZ81_RS00135,outer membrane beta-barrel protein,down,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99992 Structural proteins,K07275  ompW; outer membrane protein,316.4859722898334,-4.601783700814469,0.705590231803167,-5.8132659948142695,6.126559347126408e-9,2.297168014251111e-7,treatment_long.term_vs_ref,678,HOT1A3,WP_061438872.1
ACZ81_RS00140,ACZ81_RS00140,group II truncated hemoglobin,no_significant,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K06886  glbN; hemoglobin,86.70296324734454,-0.2546255398610403,0.15301889309865582,-0,1,1,treatment_long.term_vs_ref,429,HOT1A3,WP_014947737.1
ACZ81_RS00145,aroE,shikimate dehydrogenase,no_significant,09100 Metabolism,09105 Amino acid metabolism // 09110 Biosynthesis of other secondary metabolites,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400] // 00999 Biosynthesis of various plant secondary metabolites [PATH:ko00999]",K00014  aroE; shikimate dehydrogenase [EC:1.1.1.25],204.84698898787693,0.2220800576437853,0.18474507449588642,0,1,1,treatment_long.term_vs_ref,837,HOT1A3,WP_061438874.1
ACZ81_RS00150,ACZ81_RS00150,gamma carbonic anhydrase family protein,no_significant,,,,,457.6480162486531,0.12403455652303345,0.11374143695715296,0,1,1,treatment_long.term_vs_ref,540,HOT1A3,WP_014977871.1
ACZ81_RS00155,ACZ81_RS00155,UDP-N-acetylglucosamine 2-epimerase,no_significant,,,,,386.89007236020336,-0.32229313202322163,0.1581276090804312,-0,1,1,treatment_long.term_vs_ref,1041,HOT1A3,WP_014977872.1
ACZ81_RS00180,ACZ81_RS00180,acyloxyacyl hydrolase,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09107 Glycan biosynthesis and metabolism // 09181 Protein families: metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540] // 01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],K12976  pagL; lipid A 3-O-deacylase [EC:3.1.1.-],81.06601481888107,-1.0410759252488757,0.3829159107963663,-1.413041114232045,0.1576436356628982,0.7044755886547449,treatment_long.term_vs_ref,528,HOT1A3,WP_014975262.1
ACZ81_RS00185,ACZ81_RS00185,hypothetical protein,no_significant,,,,,141.13758086357467,0.22042387330838437,0.16397950453580082,0,1,1,treatment_long.term_vs_ref,828,HOT1A3,WP_061438876.1
ACZ81_RS00190,ACZ81_RS00190,hypothetical protein,no_significant,,,,,149.00608406594822,-0.5353111546917338,0.2391111549794339,-0.14767673509322884,0.8825978930030287,1,treatment_long.term_vs_ref,789,HOT1A3,WP_061438878.1
ACZ81_RS00195,ACZ81_RS00195,error-prone DNA polymerase,down,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K14162  dnaE2; error-prone DNA polymerase [EC:2.7.7.7],119.80990343063361,-1.0891316849847728,0.17068456564769816,-3.4515814757426355,5.573114643509189e-4,0.006792988344116309,treatment_long.term_vs_ref,3087,HOT1A3,WP_061438880.1
ACZ81_RS00200,ACZ81_RS00200,DNA polymerase Y family protein,down,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K14161  imuB; protein ImuB,146.2945728186843,-1.7318355083449724,0.24370456143914895,-5.054626393000657,4.3123409635417615e-7,1.1169530508857839e-5,treatment_long.term_vs_ref,1485,HOT1A3,WP_061438881.1
ACZ81_RS00205,ACZ81_RS00205,recombinase RecA,down,,,,,249.39163383673568,-1.7728597898874325,0.26813235176832645,-4.747132457135264,2.06320843968779e-6,4.537905936899905e-5,treatment_long.term_vs_ref,747,HOT1A3,WP_061438884.1
ACZ81_RS00210,ACZ81_RS00210,hypothetical protein,no_significant,,,,,127.30160645591198,0.4150855186303239,0.15910965103882424,0,1,1,treatment_long.term_vs_ref,507,HOT1A3,WP_061438886.1
ACZ81_RS00215,ACZ81_RS00215,DUF885 domain-containing protein,no_significant,,,,,548.3396051868829,0.17310777443854175,0.16477098288307915,0,1,1,treatment_long.term_vs_ref,1749,HOT1A3,WP_061438888.1
ACZ81_RS00220,ACZ81_RS00220,DUF1820 family protein,no_significant,,,,,66.70491944393481,-0.5032501349555706,0.19605805313927255,-0.016577411147002487,0.9867737453762405,1,treatment_long.term_vs_ref,333,HOT1A3,WP_061438894.1
ACZ81_RS00225,ACZ81_RS00225,M28 family metallopeptidase,no_significant,,,,,1163.4573240440304,0.3139890340690044,0.17401366512008673,0,1,1,treatment_long.term_vs_ref,1635,HOT1A3,WP_049587523.1
ACZ81_RS00230,slmA,nucleoid occlusion factor SlmA,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000] // 03036 Chromosome and associated proteins [BR:ko03036],"K05501  slmA, ttk; TetR/AcrR family transcriptional regulator",647.574342317923,0.30820085711551687,0.17320183562945626,0,1,1,treatment_long.term_vs_ref,585,HOT1A3,WP_012516568.1
ACZ81_RS00235,coaBC,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,no_significant,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],"K13038  coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]",1037.7414231461073,0.28140691251098376,0.11062765460118616,0,1,1,treatment_long.term_vs_ref,1227,HOT1A3,WP_061438895.1
ACZ81_RS00240,radC,DNA repair protein RadC,no_significant,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K03630  radC; DNA repair protein RadC,117.35674909795195,-0.09302385230165745,0.14834698345161224,-0,1,1,treatment_long.term_vs_ref,675,HOT1A3,WP_014947752.1
ACZ81_RS00245,ACZ81_RS00245,hypothetical protein,no_significant,,,,,13816.630959331413,0.3292680864910054,0.19791999358752346,0,1,1,treatment_long.term_vs_ref,351,HOT1A3,WP_014947753.1
ACZ81_RS00250,ACZ81_RS00250,YjbF family lipoprotein,no_significant,,,,,239.82643011448258,-0.24091223369206338,0.24117729207738323,-0,1,1,treatment_long.term_vs_ref,687,HOT1A3,WP_014947754.1
ACZ81_RS00255,ACZ81_RS00255,capsule biosynthesis GfcC family protein,no_significant,,,,,103.93467959154255,-0.04602721583744705,0.2440319602029266,-0,1,1,treatment_long.term_vs_ref,747,HOT1A3,WP_039236677.1
ACZ81_RS00260,ACZ81_RS00260,YjbH domain-containing protein,no_significant,,,,,345.92381967967503,0.005005510326314959,0.14128087640500764,0,1,1,treatment_long.term_vs_ref,2100,HOT1A3,WP_014977887.1
ACZ81_RS00265,rpmB,50S ribosomal protein L28,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09122 Translation // 09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010] // 03011 Ribosome [BR:ko03011],"K02902  RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28",5104.454848684281,0.8829079648495984,0.3140920853594123,1.2190945989977457,0.22280828961055554,0.9015377555979006,treatment_long.term_vs_ref,234,HOT1A3,WP_014947757.1
ACZ81_RS00270,rpmG,50S ribosomal protein L33,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09122 Translation // 09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010] // 03011 Ribosome [BR:ko03011],"K02913  RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33",2446.6936598761613,0.9319165298384873,0.32756246746068146,1.3185775928077956,0.18731036883874905,0.7980962360586092,treatment_long.term_vs_ref,153,HOT1A3,WP_012516577.1
ACZ81_RS00275,ACZ81_RS00275,hypothetical protein,no_significant,,,,,351.1414715809489,-0.743997704728129,0.2169452024383074,-1.1246973981713861,0.2607172846212708,1,treatment_long.term_vs_ref,462,HOT1A3,WP_039226967.1
ACZ81_RS00280,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09124 Replication and repair // 09182 Protein families: genetic information processing,03410 Base excision repair [PATH:ko03410] // 03400 DNA repair and recombination proteins [BR:ko03400],"K10563  mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]",383.6142248380812,-0.7762625044429341,0.14201801932292404,-1.9452637472345087,0.05174324297074267,0.29869962987655996,treatment_long.term_vs_ref,807,HOT1A3,WP_061438898.1
ACZ81_RS00285,coaD,pantetheine-phosphate adenylyltransferase,no_significant,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],"K00954  E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]",263.8020193523964,0.05406477647797729,0.17045388987968893,0,1,1,treatment_long.term_vs_ref,486,HOT1A3,WP_061438900.1
ACZ81_RS00290,ACZ81_RS00290,3-deoxy-D-manno-octulosonic acid kinase,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09107 Glycan biosynthesis and metabolism // 09181 Protein families: metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540] // 01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],K11211  kdkA; 3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166],217.80649091469166,0.1379195497772233,0.19752537963435152,0,1,1,treatment_long.term_vs_ref,720,HOT1A3,WP_231506375.1
ACZ81_RS00295,ACZ81_RS00295,hypothetical protein,no_significant,,,,,290.00564346159854,-0.6970333141636363,0.11489320590812048,-1.7149257225984529,0.08635884593869908,0.45032420723266,treatment_long.term_vs_ref,471,HOT1A3,WP_039226966.1
ACZ81_RS00300,ACZ81_RS00300,hypothetical protein,no_significant,,,,,614.0749069204071,-0.39291412733096626,0.11664810517319786,-0,1,1,treatment_long.term_vs_ref,1173,HOT1A3,WP_061438903.1
ACZ81_RS00305,ACZ81_RS00305,EAL domain-containing protein,no_significant,,,,,503.7057144371163,-0.06849802322384914,0.14316694118957995,-0,1,1,treatment_long.term_vs_ref,2442,HOT1A3,WP_061438906.1
ACZ81_RS00310,ACZ81_RS00310,glycine C-acetyltransferase,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09105 Amino acid metabolism // 09181 Protein families: metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260] // 01007 Amino acid related enzymes [BR:ko01007]","K00639  kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]",3517.3822600266085,0.4855291173876548,0.1433301842934448,0,1,1,treatment_long.term_vs_ref,1194,HOT1A3,WP_014977894.1
ACZ81_RS00315,tdh,L-threonine 3-dehydrogenase,no_significant,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",K00060  tdh; threonine 3-dehydrogenase [EC:1.1.1.103],2858.3907277206345,0.4474422843352566,0.19356833145301228,0,1,1,treatment_long.term_vs_ref,1023,HOT1A3,WP_014947766.1
ACZ81_RS00320,glpE,thiosulfate sulfurtransferase GlpE,no_significant,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K02439  glpE; thiosulfate sulfurtransferase [EC:2.8.1.1],746.7265720488681,0.3494802393403475,0.1629922538072797,0,1,1,treatment_long.term_vs_ref,309,HOT1A3,WP_014947767.1
ACZ81_RS00325,glpG,rhomboid family intramembrane serine protease GlpG,no_significant,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K02441  glpG; rhomboid protease GlpG [EC:3.4.21.105],232.53378138377488,0.28496078668898905,0.19371298970050663,0,1,1,treatment_long.term_vs_ref,861,HOT1A3,WP_014977896.1
ACZ81_RS00330,fliL,flagellar basal body-associated protein FliL,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02415  fliL; flagellar protein FliL,495.25742951001956,-0.5176481488150918,0.2502717855964522,-0.07051593439920692,0.9437830183038957,1,treatment_long.term_vs_ref,411,HOT1A3,WP_014977897.1
ACZ81_RS00335,ACZ81_RS00335,chorismate lyase,no_significant,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K03181  ubiC; chorismate lyase [EC:4.1.3.40],238.836168287197,-0.35819969829666654,0.15821671152008407,-0,1,1,treatment_long.term_vs_ref,567,HOT1A3,WP_014975276.1
ACZ81_RS00340,ubiA,4-hydroxybenzoate octaprenyltransferase,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09108 Metabolism of cofactors and vitamins // 09181 Protein families: metabolism,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130] // 01006 Prenyltransferases [BR:ko01006],K03179  ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39],232.66621757221762,-0.058317084887974095,0.18055341320989482,-0,1,1,treatment_long.term_vs_ref,855,HOT1A3,WP_061438908.1
ACZ81_RS00345,ACZ81_RS00345,accessory factor UbiK family protein,no_significant,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99987 Cofactor metabolism,K09806  ubiK; ubiquinone biosynthesis accessory factor UbiK,168.251614367266,0.9836853116844458,0.3427708723331657,1.4111038910398268,0.15821398286901203,0.7054229338112122,treatment_long.term_vs_ref,249,HOT1A3,WP_014947772.1
ACZ81_RS00350,rep,DNA helicase Rep,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03656  rep; ATP-dependent DNA helicase Rep [EC:5.6.2.4],430.3934117117671,0.48580848125604204,0.1346543502115356,0,1,1,treatment_long.term_vs_ref,2013,HOT1A3,WP_061438910.1
ACZ81_RS00355,ACZ81_RS00355,GGDEF domain-containing protein,no_significant,,,,,3077.2795192390568,0.10154569886861518,0.11146508805873132,0,1,1,treatment_long.term_vs_ref,2598,HOT1A3,WP_014977899.1
ACZ81_RS00360,ACZ81_RS00360,c-type cytochrome,no_significant,,,,,622.6811379975205,0.5428266927785903,0.23283632230509918,0.18393475878077115,0.8540646364208817,1,treatment_long.term_vs_ref,405,HOT1A3,WP_014947775.1
ACZ81_RS00370,ACZ81_RS00370,HipA domain-containing protein,no_significant,09180 Brite Hierarchies,09181 Protein families: metabolism // 09183 Protein families: signaling and cellular processes,01001 Protein kinases [BR:ko01001] // 02048 Prokaryotic defense system [BR:ko02048],K07154  hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1],90.65126708260372,-0.45997032709635505,0.1859027910777738,-0,1,1,treatment_long.term_vs_ref,1191,HOT1A3,WP_061438912.1
ACZ81_RS00375,ACZ81_RS00375,helix-turn-helix domain-containing protein,no_significant,,,,,13.50064794826039,-0.552402407829009,0.5142778736171904,-0.1018951242456435,0.9188399201085625,1,treatment_long.term_vs_ref,288,HOT1A3,WP_061438914.1
ACZ81_RS00380,nhaC,Na+/H+ antiporter NhaC,no_significant,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03315  nhaC; Na+:H+ antiporter, NhaC family",91.59781638281942,-0.01817367186207601,0.23298417743340333,-0,1,1,treatment_long.term_vs_ref,1410,HOT1A3,WP_061438916.1
ACZ81_RS00385,ACZ81_RS00385,BCCT family transporter,no_significant,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99977 Transport,"K03451  TC.BCT; betaine/carnitine transporter, BCCT family",131.0961214014712,-0.07512696880755157,0.20400044757438612,-0,1,1,treatment_long.term_vs_ref,1767,HOT1A3,WP_061438918.1
ACZ81_RS00390,ACZ81_RS00390,hypothetical protein,no_significant,,,,,80.20525527616535,0.27515924359385163,0.17515957784556266,0,1,1,treatment_long.term_vs_ref,627,HOT1A3,WP_061438920.1
ACZ81_RS00395,ACZ81_RS00395,DUF2960 family protein,no_significant,,,,,58.058903148289644,0.26652398091201396,0.3128178727253711,0,1,1,treatment_long.term_vs_ref,246,HOT1A3,WP_061438921.1
ACZ81_RS00400,ACZ81_RS00400,ATP-binding protein,no_significant,,,,,814.4390512130668,0.3192920479043693,0.18606976606467082,0,1,1,treatment_long.term_vs_ref,1764,HOT1A3,WP_061438923.1
ACZ81_RS00405,ACZ81_RS00405,SIR2 family protein,no_significant,,,,,481.35616176942,0.2928705338692887,0.1542501214890136,0,1,1,treatment_long.term_vs_ref,1086,HOT1A3,WP_061438925.1
ACZ81_RS00420,ACZ81_RS00420,DUF4124 domain-containing protein,no_significant,,,,,79.37502871473397,-1.479632657863133,0.3822065967042781,-2.563097200075531,0.010374300031936377,0.07977269380026077,treatment_long.term_vs_ref,1131,HOT1A3,WP_061438931.1
ACZ81_RS00425,ACZ81_RS00425,class I SAM-dependent methyltransferase,no_significant,,,,,228.07033893615173,0.46482696697687526,0.14047836206377226,0,1,1,treatment_long.term_vs_ref,1695,HOT1A3,WP_061438932.1
